street_name,house_number,residential_location,location_factor
Hänischstraße,17,mittlere Lage,1.0
Hänischstraße,18,mittlere Lage,1.0
Hänischstraße,19,mittlere Lage,1.0
Hänischstraße,20,mittlere Lage,1.0
Hänischstraße,21,mittlere Lage,1.0
Hänischstraße,22,mittlere Lage,1.0
Hänischstraße,23,mittlere Lage,1.0
Hänischstraße,24,mittlere Lage,1.0
Hänischstraße,25,mittlere Lage,1.0
Hänischstraße,26,mittlere Lage,1.0
Hänischstraße,27,mittlere Lage,1.0
Hänischstraße,27A,mittlere Lage,1.0
Hänischstraße,28,mittlere Lage,1.0
Hänischstraße,29,mittlere Lage,1.0
Hänischstraße,30,mittlere Lage,1.0
Hänischstraße,31,mittlere Lage,1.0
Hänischstraße,32,mittlere Lage,1.0
Hänischstraße,33,mittlere Lage,1.0
Hänischstraße,34,mittlere Lage,1.0
Hänischstraße,35,mittlere Lage,1.0
Hänischstraße,36,mittlere Lage,1.0
Hänischstraße,37,mittlere Lage,1.0
Hänischstraße,38,mittlere Lage,1.0
Hänischstraße,39,mittlere Lage,1.0
Hänischstraße,40,mittlere Lage,1.0
Hänischstraße,41,mittlere Lage,1.0
Hänischstraße,42,mittlere Lage,1.0
Hänischstraße,43,mittlere Lage,1.0
Hänischstraße,44,mittlere Lage,1.0
Hänischstraße,45,mittlere Lage,1.0
Hänischstraße,46,mittlere Lage,1.0
Hänischstraße,47,mittlere Lage,1.0
Hänischstraße,48,mittlere Lage,1.0
Hänischstraße,49,mittlere Lage,1.0
Hänischstraße,50,mittlere Lage,1.0
Hänischstraße,51,mittlere Lage,1.0
Hänischstraße,52,mittlere Lage,1.0
Hänischstraße,53,mittlere Lage,1.0
Hänischstraße,54,mittlere Lage,1.0
Hänischstraße,55,mittlere Lage,1.0
Hänischstraße,56,mittlere Lage,1.0
Hänischstraße,57,mittlere Lage,1.0
Hänischstraße,58,mittlere Lage,1.0
Hänischstraße,59,mittlere Lage,1.0
Hänischstraße,61,mittlere Lage,1.0
Hänischstraße,63,mittlere Lage,1.0
Hänischstraße,65,mittlere Lage,1.0
Heinrich-Büchner-Straße,1,mittlere Lage,1.0
Heinrich-Büchner-Straße,2,mittlere Lage,1.0
Heinrich-Büchner-Straße,3,mittlere Lage,1.0
Heinrich-Büchner-Straße,4,mittlere Lage,1.0
Heinrich-Büchner-Straße,5,mittlere Lage,1.0
Heinrich-Büchner-Straße,6,mittlere Lage,1.0
Heinrich-Büchner-Straße,7,mittlere Lage,1.0
Heinrich-Büchner-Straße,8,mittlere Lage,1.0
Heinrich-Büchner-Straße,9,mittlere Lage,1.0
Heinrich-Büchner-Straße,10,mittlere Lage,1.0
Heinrich-Büchner-Straße,11,mittlere Lage,1.0
Heinrich-Büchner-Straße,12,mittlere Lage,1.0
Heinrich-Büchner-Straße,13,mittlere Lage,1.0
Heinrich-Büchner-Straße,14,mittlere Lage,1.0
Heinrich-Büchner-Straße,15,mittlere Lage,1.0
Heinrich-Büchner-Straße,16,mittlere Lage,1.0
Heinrich-Büchner-Straße,17,mittlere Lage,1.0
Heinrich-Büchner-Straße,18,mittlere Lage,1.0
Heinrich-Büchner-Straße,19,mittlere Lage,1.0
Heinrich-Büchner-Straße,20,mittlere Lage,1.0
Heinrich-Büchner-Straße,21,mittlere Lage,1.0
Heinrich-Büchner-Straße,22,mittlere Lage,1.0
Heinrich-Büchner-Straße,23,mittlere Lage,1.0
Heinrich-Büchner-Straße,24,mittlere Lage,1.0
Heinrich-Büchner-Straße,25,mittlere Lage,1.0
Heinrich-Büchner-Straße,26,mittlere Lage,1.0
Heinrich-Büchner-Straße,27,mittlere Lage,1.0
Heinrich-Büchner-Straße,28,mittlere Lage,1.0
Heinrich-Büchner-Straße,29,mittlere Lage,1.0
Heinrich-Büchner-Straße,30,mittlere Lage,1.0
Heinrich-Büchner-Straße,31,mittlere Lage,1.0
Heinrich-Büchner-Straße,32,mittlere Lage,1.0
Heinrich-Büchner-Straße,33,mittlere Lage,1.0
Heinrich-Büchner-Straße,34,mittlere Lage,1.0
Heinrich-Büchner-Straße,35,mittlere Lage,1.0
Heinrich-Büchner-Straße,36,mittlere Lage,1.0
Heinrich-Büchner-Straße,37,mittlere Lage,1.0
Heinrich-Büchner-Straße,38,mittlere Lage,1.0
Heinrich-Büchner-Straße,39,mittlere Lage,1.0
Heinrich-Büchner-Straße,40,mittlere Lage,1.0
Heinrich-Büchner-Straße,41,mittlere Lage,1.0
Heinrich-Büchner-Straße,42,mittlere Lage,1.0
Heinrich-Büchner-Straße,43,mittlere Lage,1.0
Heinrich-Büchner-Straße,44,mittlere Lage,1.0
Heinrich-Büchner-Straße,45,mittlere Lage,1.0
Heinrich-Büchner-Straße,46,mittlere Lage,1.0
Heinrich-Büchner-Straße,48,mittlere Lage,1.0
Obludastraße,1,mittlere Lage,1.0
Obludastraße,2,mittlere Lage,1.0
Obludastraße,3,mittlere Lage,1.0
Obludastraße,4,mittlere Lage,1.0
Obludastraße,5,mittlere Lage,1.0
Obludastraße,6,mittlere Lage,1.0
Obludastraße,7,mittlere Lage,1.0
Obludastraße,8,mittlere Lage,1.0
Obludastraße,9,mittlere Lage,1.0
Obludastraße,10,mittlere Lage,1.0
Obludastraße,11,mittlere Lage,1.0
Obludastraße,12,mittlere Lage,1.0
Obludastraße,13,mittlere Lage,1.0
Obludastraße,14,mittlere Lage,1.0
Obludastraße,15,mittlere Lage,1.0
Obludastraße,16,mittlere Lage,1.0
Obludastraße,17,mittlere Lage,1.0
Obludastraße,18,mittlere Lage,1.0
Obludastraße,19,mittlere Lage,1.0
Obludastraße,21,mittlere Lage,1.0
Obludastraße,23,mittlere Lage,1.0
Obludastraße,24,mittlere Lage,1.0
Obludastraße,25,mittlere Lage,1.0
Obludastraße,26,mittlere Lage,1.0
Obludastraße,27,mittlere Lage,1.0
Obludastraße,28,mittlere Lage,1.0
Obludastraße,29,mittlere Lage,1.0
Obludastraße,30,mittlere Lage,1.0
Obludastraße,31,mittlere Lage,1.0
Obludastraße,32,mittlere Lage,1.0
Obludastraße,33,mittlere Lage,1.0
Obludastraße,34,mittlere Lage,1.0
Obludastraße,35,mittlere Lage,1.0
Obludastraße,36,mittlere Lage,1.0
Obludastraße,37,mittlere Lage,1.0
Obludastraße,38,mittlere Lage,1.0
Obludastraße,39,mittlere Lage,1.0
Obludastraße,40,mittlere Lage,1.0
Obludastraße,41,mittlere Lage,1.0
Obludastraße,42,mittlere Lage,1.0
Obludastraße,43,mittlere Lage,1.0
Obludastraße,44,mittlere Lage,1.0
Obludastraße,45,mittlere Lage,1.0
Obludastraße,46,mittlere Lage,1.0
Obludastraße,47,mittlere Lage,1.0
Grunickestraße,1,mittlere Lage,1.0
Grunickestraße,2,mittlere Lage,1.0
Grunickestraße,3,mittlere Lage,1.0
Grunickestraße,4,mittlere Lage,1.0
Grunickestraße,5,mittlere Lage,1.0
Grunickestraße,6,mittlere Lage,1.0
Grunickestraße,7,mittlere Lage,1.0
Grunickestraße,8,mittlere Lage,1.0
Grunickestraße,9,mittlere Lage,1.0
Grunickestraße,10,mittlere Lage,1.0
Grunickestraße,11,mittlere Lage,1.0
Grunickestraße,12,mittlere Lage,1.0
Grunickestraße,13,mittlere Lage,1.0
Grunickestraße,14,mittlere Lage,1.0
Grunickestraße,15,mittlere Lage,1.0
Grunickestraße,16,mittlere Lage,1.0
Grunickestraße,17,mittlere Lage,1.0
Grunickestraße,18,mittlere Lage,1.0
Grunickestraße,19,mittlere Lage,1.0
Grunickestraße,20,mittlere Lage,1.0
Grunickestraße,21,mittlere Lage,1.0
Grunickestraße,22,mittlere Lage,1.0
Grunickestraße,23,mittlere Lage,1.0
Grunickestraße,24,mittlere Lage,1.0
Grunickestraße,25,mittlere Lage,1.0
Grunickestraße,26,mittlere Lage,1.0
Grunickestraße,27,mittlere Lage,1.0
Grunickestraße,28,mittlere Lage,1.0
Grunickestraße,29,mittlere Lage,1.0
Grunickestraße,30,mittlere Lage,1.0
Grunickestraße,31,mittlere Lage,1.0
Grunickestraße,32,mittlere Lage,1.0
Grunickestraße,33,mittlere Lage,1.0
Grunickestraße,34,mittlere Lage,1.0
Grunickestraße,35,mittlere Lage,1.0
Grunickestraße,36,mittlere Lage,1.0
Grunickestraße,37,mittlere Lage,1.0
Grunickestraße,38,mittlere Lage,1.0
Grunickestraße,39,mittlere Lage,1.0
Grunickestraße,40,mittlere Lage,1.0
Grunickestraße,41,mittlere Lage,1.0
Grunickestraße,42,mittlere Lage,1.0
Grunickestraße,43,mittlere Lage,1.0
Grunickestraße,44,mittlere Lage,1.0
Grunickestraße,45,mittlere Lage,1.0
Grunickestraße,46,mittlere Lage,1.0
Wuttkestraße,1,mittlere Lage,1.0
Wuttkestraße,2,mittlere Lage,1.0
Wuttkestraße,3,mittlere Lage,1.0
Wuttkestraße,4,mittlere Lage,1.0
Wuttkestraße,5,mittlere Lage,1.0
Wuttkestraße,6,mittlere Lage,1.0
Wuttkestraße,7,mittlere Lage,1.0
Wuttkestraße,8,mittlere Lage,1.0
Wuttkestraße,9,mittlere Lage,1.0
Wuttkestraße,10,mittlere Lage,1.0
Wuttkestraße,11,mittlere Lage,1.0
Wuttkestraße,12,mittlere Lage,1.0
Wuttkestraße,13,mittlere Lage,1.0
Wuttkestraße,14,mittlere Lage,1.0
Wuttkestraße,15,mittlere Lage,1.0
Wuttkestraße,16,mittlere Lage,1.0
Wuttkestraße,17,mittlere Lage,1.0
Wuttkestraße,19,mittlere Lage,1.0
Wuttkestraße,20,mittlere Lage,1.0
Wuttkestraße,21,mittlere Lage,1.0
Wuttkestraße,22,mittlere Lage,1.0
Wuttkestraße,23,mittlere Lage,1.0
Wuttkestraße,24,mittlere Lage,1.0
Wuttkestraße,26,mittlere Lage,1.0
Wuttkestraße,28,mittlere Lage,1.0
Wuttkestraße,29,mittlere Lage,1.0
Wuttkestraße,30,mittlere Lage,1.0
Wuttkestraße,31,mittlere Lage,1.0
Wuttkestraße,32,mittlere Lage,1.0
Wuttkestraße,33,mittlere Lage,1.0
Wuttkestraße,34,mittlere Lage,1.0
Wuttkestraße,35,mittlere Lage,1.0
Wuttkestraße,36,mittlere Lage,1.0
Wuttkestraße,40,mittlere Lage,1.0
Wuttkestraße,41,mittlere Lage,1.0
Wuttkestraße,43,mittlere Lage,1.0
Wuttkestraße,44,mittlere Lage,1.0
Wuttkestraße,45,mittlere Lage,1.0
Wuttkestraße,47,mittlere Lage,1.0
Gittelstraße,1,mittlere Lage,1.0
Gittelstraße,2,mittlere Lage,1.0
Gittelstraße,3,mittlere Lage,1.0
Gittelstraße,3A,mittlere Lage,1.0
Gittelstraße,4,mittlere Lage,1.0
Gittelstraße,5,mittlere Lage,1.0
Gittelstraße,6,mittlere Lage,1.0
Gittelstraße,8,mittlere Lage,1.0
Gittelstraße,10,mittlere Lage,1.0
Gittelstraße,12,mittlere Lage,1.0
Gittelstraße,14,mittlere Lage,1.0
Gittelstraße,16,mittlere Lage,1.0
Gittelstraße,18,mittlere Lage,1.0
Gittelstraße,20,mittlere Lage,1.0
Gittelstraße,22,mittlere Lage,1.0
Gittelstraße,24,mittlere Lage,1.0
Gittelstraße,26,mittlere Lage,1.0
Gittelstraße,28,mittlere Lage,1.0
Gittelstraße,30,mittlere Lage,1.0
Gittelstraße,32,mittlere Lage,1.0
Gittelstraße,34,mittlere Lage,1.0
Gittelstraße,36,mittlere Lage,1.0
Gittelstraße,38,mittlere Lage,1.0
Gittelstraße,40,mittlere Lage,1.0
Gittelstraße,42,mittlere Lage,1.0
Gittelstraße,44,mittlere Lage,1.0
Gittelstraße,46,mittlere Lage,1.0
Gittelstraße,48,mittlere Lage,1.0
Sackestraße,1,mittlere Lage,1.0
Sackestraße,2,mittlere Lage,1.0
Sackestraße,3,mittlere Lage,1.0
Sackestraße,4,mittlere Lage,1.0
Sackestraße,5,mittlere Lage,1.0
Sackestraße,6,mittlere Lage,1.0
Sackestraße,7,mittlere Lage,1.0
Sackestraße,8,mittlere Lage,1.0
Max-Lingner-Straße,2,mittlere Lage,1.0
Max-Lingner-Straße,3,mittlere Lage,1.0
Max-Lingner-Straße,4,mittlere Lage,1.0
Max-Lingner-Straße,6,mittlere Lage,1.0
Max-Lingner-Straße,8,mittlere Lage,1.0
Max-Lingner-Straße,10,mittlere Lage,1.0
Max-Lingner-Straße,12,mittlere Lage,1.0
Max-Lingner-Straße,14,mittlere Lage,1.0
Max-Lingner-Straße,16,mittlere Lage,1.0
Max-Lingner-Straße,18,mittlere Lage,1.0
Max-Lingner-Straße,20,mittlere Lage,1.0
Max-Lingner-Straße,22,mittlere Lage,1.0
Max-Lingner-Straße,24,mittlere Lage,1.0
Julian-Marchlewski-Straße,1,mittlere Lage,1.0
Julian-Marchlewski-Straße,3,mittlere Lage,1.0
Julian-Marchlewski-Straße,4,mittlere Lage,1.0
Julian-Marchlewski-Straße,6,mittlere Lage,1.0
Julian-Marchlewski-Straße,8,mittlere Lage,1.0
Julian-Marchlewski-Straße,10,mittlere Lage,1.0
Julian-Marchlewski-Straße,12,mittlere Lage,1.0
Julian-Marchlewski-Straße,14,mittlere Lage,1.0
Julian-Marchlewski-Straße,16,mittlere Lage,1.0
Julian-Marchlewski-Straße,18,mittlere Lage,1.0
Julian-Marchlewski-Straße,20,mittlere Lage,1.0
Julian-Marchlewski-Straße,22,mittlere Lage,1.0
Julian-Marchlewski-Straße,24,mittlere Lage,1.0
Julian-Marchlewski-Straße,26,mittlere Lage,1.0
Julian-Marchlewski-Straße,28,mittlere Lage,1.0
Julian-Marchlewski-Straße,30,mittlere Lage,1.0
Julian-Marchlewski-Straße,32,mittlere Lage,1.0
Julian-Marchlewski-Straße,34,mittlere Lage,1.0
Julian-Marchlewski-Straße,36,mittlere Lage,1.0
Julian-Marchlewski-Straße,38,mittlere Lage,1.0
Julian-Marchlewski-Straße,40,mittlere Lage,1.0
Julian-Marchlewski-Straße,42,mittlere Lage,1.0
Julian-Marchlewski-Straße,44,mittlere Lage,1.0
Julian-Marchlewski-Straße,46,mittlere Lage,1.0
Julian-Marchlewski-Straße,48,mittlere Lage,1.0
Julian-Marchlewski-Straße,50,mittlere Lage,1.0
Julian-Marchlewski-Straße,52,mittlere Lage,1.0
Julian-Marchlewski-Straße,54,mittlere Lage,1.0
Julian-Marchlewski-Straße,56,mittlere Lage,1.0
Julian-Marchlewski-Straße,58,mittlere Lage,1.0
Julian-Marchlewski-Straße,60,mittlere Lage,1.0
Julian-Marchlewski-Straße,62,mittlere Lage,1.0
Bertolt-Brecht-Straße,1,mittlere Lage,1.0
Bertolt-Brecht-Straße,9,mittlere Lage,1.0
Bertolt-Brecht-Straße,9A,mittlere Lage,1.0
Bertolt-Brecht-Straße,9B,mittlere Lage,1.0
Bertolt-Brecht-Straße,11,mittlere Lage,1.0
Bertolt-Brecht-Straße,13,mittlere Lage,1.0
Bertolt-Brecht-Straße,15,mittlere Lage,1.0
Bertolt-Brecht-Straße,17,mittlere Lage,1.0
Bertolt-Brecht-Straße,19,mittlere Lage,1.0
Bertolt-Brecht-Straße,21,mittlere Lage,1.0
Bertolt-Brecht-Straße,23,mittlere Lage,1.0
Bertolt-Brecht-Straße,25,mittlere Lage,1.0
Bertolt-Brecht-Straße,27,mittlere Lage,1.0
Bertolt-Brecht-Straße,29,mittlere Lage,1.0
Bertolt-Brecht-Straße,31,mittlere Lage,1.0
Bertolt-Brecht-Straße,33,mittlere Lage,1.0
Bertolt-Brecht-Straße,35,mittlere Lage,1.0
Bertolt-Brecht-Straße,37,mittlere Lage,1.0
Bertolt-Brecht-Straße,39,mittlere Lage,1.0
Bertolt-Brecht-Straße,41,mittlere Lage,1.0
Bertolt-Brecht-Straße,43,mittlere Lage,1.0
Friedrich-Wolf-Straße,1,mittlere Lage,1.0
Friedrich-Wolf-Straße,2,mittlere Lage,1.0
Friedrich-Wolf-Straße,3,mittlere Lage,1.0
Friedrich-Wolf-Straße,4,mittlere Lage,1.0
Friedrich-Wolf-Straße,5,mittlere Lage,1.0
Friedrich-Wolf-Straße,6,mittlere Lage,1.0
Friedrich-Wolf-Straße,7,mittlere Lage,1.0
Friedrich-Wolf-Straße,8,mittlere Lage,1.0
Friedrich-Wolf-Straße,9,mittlere Lage,1.0
Friedrich-Wolf-Straße,10,mittlere Lage,1.0
Friedrich-Wolf-Straße,11,mittlere Lage,1.0
Friedrich-Wolf-Straße,12,mittlere Lage,1.0
Friedrich-Wolf-Straße,13,mittlere Lage,1.0
Friedrich-Wolf-Straße,14,mittlere Lage,1.0
Friedrich-Wolf-Straße,15,mittlere Lage,1.0
Friedrich-Wolf-Straße,16,mittlere Lage,1.0
Friedrich-Wolf-Straße,17,mittlere Lage,1.0
Friedrich-Wolf-Straße,18,mittlere Lage,1.0
Friedrich-Wolf-Straße,19,mittlere Lage,1.0
Friedrich-Wolf-Straße,20,mittlere Lage,1.0
Friedrich-Wolf-Straße,21,mittlere Lage,1.0
Friedrich-Wolf-Straße,22,mittlere Lage,1.0
Friedrich-Wolf-Straße,23,mittlere Lage,1.0
Friedrich-Wolf-Straße,24,mittlere Lage,1.0
Friedrich-Wolf-Straße,25,mittlere Lage,1.0
Friedrich-Wolf-Straße,26,mittlere Lage,1.0
Friedrich-Wolf-Straße,27,mittlere Lage,1.0
Friedrich-Wolf-Straße,28,mittlere Lage,1.0
Friedrich-Wolf-Straße,29,mittlere Lage,1.0
Friedrich-Wolf-Straße,30,mittlere Lage,1.0
Friedrich-Wolf-Straße,31,mittlere Lage,1.0
Friedrich-Wolf-Straße,32,mittlere Lage,1.0
Friedrich-Wolf-Straße,33,mittlere Lage,1.0
Friedrich-Wolf-Straße,35,mittlere Lage,1.0
Friedrich-Wolf-Straße,37,mittlere Lage,1.0
Friedrich-Wolf-Straße,39,mittlere Lage,1.0
Friedrich-Wolf-Straße,41,mittlere Lage,1.0
Friedrich-Wolf-Straße,43,mittlere Lage,1.0
Friedrich-Wolf-Straße,45,mittlere Lage,1.0
Friedrich-Wolf-Straße,47,mittlere Lage,1.0
Permoserstraße,2,gute Lage,1.051
Permoserstraße,3,gute Lage,1.051
Permoserstraße,6,mittlere Lage,1.0
Permoserstraße,8,mittlere Lage,1.0
Permoserstraße,10,mittlere Lage,1.0
Permoserstraße,12,mittlere Lage,1.0
Permoserstraße,14,mittlere Lage,1.0
Permoserstraße,15,einfache Lage,0.976
Permoserstraße,16,mittlere Lage,1.0
Permoserstraße,18,mittlere Lage,1.0
Permoserstraße,19,einfache Lage,0.976
Permoserstraße,20,mittlere Lage,1.0
Permoserstraße,21,einfache Lage,0.976
Permoserstraße,22,mittlere Lage,1.0
Permoserstraße,24,mittlere Lage,1.0
Permoserstraße,26,mittlere Lage,1.0
Permoserstraße,28,mittlere Lage,1.0
Permoserstraße,30,mittlere Lage,1.0
Permoserstraße,32,mittlere Lage,1.0
Permoserstraße,32A,mittlere Lage,1.0
Permoserstraße,33,einfache Lage,0.976
Permoserstraße,34,einfache Lage,0.976
Permoserstraße,36,einfache Lage,0.976
Permoserstraße,38,einfache Lage,0.976
Permoserstraße,42,einfache Lage,0.976
Permoserstraße,50,einfache Lage,0.976
Permoserstraße,80,einfache Lage,0.976
Permoserstraße,86,einfache Lage,0.976
Permoserstraße,90,einfache Lage,0.976
Rostocker Straße,1,einfache Lage,0.976
Rostocker Straße,2,einfache Lage,0.976
Rostocker Straße,3,einfache Lage,0.976
Rostocker Straße,4,einfache Lage,0.976
Rostocker Straße,6,einfache Lage,0.976
Rostocker Straße,9,einfache Lage,0.976
Rostocker Straße,14,einfache Lage,0.976
Rostocker Straße,16,einfache Lage,0.976
Rostocker Straße,18,einfache Lage,0.976
Rostocker Straße,20,einfache Lage,0.976
Rostocker Straße,22,einfache Lage,0.976
Rostocker Straße,24,einfache Lage,0.976
Rostocker Straße,26,einfache Lage,0.976
Rostocker Straße,28,einfache Lage,0.976
Rostocker Straße,30,einfache Lage,0.976
Rostocker Straße,32,einfache Lage,0.976
Rostocker Straße,34,einfache Lage,0.976
Rostocker Straße,36,einfache Lage,0.976
Rostocker Straße,38,einfache Lage,0.976
Rostocker Straße,40,einfache Lage,0.976
Rostocker Straße,42,einfache Lage,0.976
Rostocker Straße,46,einfache Lage,0.976
Rostocker Straße,48,einfache Lage,0.976
Rostocker Straße,50,einfache Lage,0.976
Rostocker Straße,52,einfache Lage,0.976
Rostocker Straße,54,einfache Lage,0.976
Rostocker Straße,56,einfache Lage,0.976
Rostocker Straße,58,einfache Lage,0.976
Rostocker Straße,60,einfache Lage,0.976
Rostocker Straße,62,einfache Lage,0.976
Rostocker Straße,64,einfache Lage,0.976
Rostocker Straße,66,einfache Lage,0.976
Rostocker Straße,68,einfache Lage,0.976
Rostocker Straße,70,einfache Lage,0.976
Rostocker Straße,72,einfache Lage,0.976
Rostocker Straße,108,einfache Lage,0.976
Rostocker Straße,110,einfache Lage,0.976
Rostocker Straße,112,einfache Lage,0.976
Rostocker Straße,112A,einfache Lage,0.976
Rostocker Straße,114,einfache Lage,0.976
Schulze-Delitzsch-Straße,2,gute Lage,1.051
Schulze-Delitzsch-Straße,3,gute Lage,1.051
Schulze-Delitzsch-Straße,4,gute Lage,1.051
Schulze-Delitzsch-Straße,5,gute Lage,1.051
Schulze-Delitzsch-Straße,6,gute Lage,1.051
Schulze-Delitzsch-Straße,7,gute Lage,1.051
Schulze-Delitzsch-Straße,8,gute Lage,1.051
Schulze-Delitzsch-Straße,9,gute Lage,1.051
Schulze-Delitzsch-Straße,10,gute Lage,1.051
Schulze-Delitzsch-Straße,11,gute Lage,1.051
Schulze-Delitzsch-Straße,12,gute Lage,1.051
Schulze-Delitzsch-Straße,14,gute Lage,1.051
Schulze-Delitzsch-Straße,15,gute Lage,1.051
Schulze-Delitzsch-Straße,16,gute Lage,1.051
Schulze-Delitzsch-Straße,17,gute Lage,1.051
Schulze-Delitzsch-Straße,18,gute Lage,1.051
Schulze-Delitzsch-Straße,19,gute Lage,1.051
Schulze-Delitzsch-Straße,22,gute Lage,1.051
Schulze-Delitzsch-Straße,23,gute Lage,1.051
Schulze-Delitzsch-Straße,24,gute Lage,1.051
Schulze-Delitzsch-Straße,25,gute Lage,1.051
Schulze-Delitzsch-Straße,26,gute Lage,1.051
Schulze-Delitzsch-Straße,27,gute Lage,1.051
Schulze-Delitzsch-Straße,28,gute Lage,1.051
Schulze-Delitzsch-Straße,29,gute Lage,1.051
Schulze-Delitzsch-Straße,30,gute Lage,1.051
Schulze-Delitzsch-Straße,37,gute Lage,1.051
Schulze-Delitzsch-Straße,39,gute Lage,1.051
Schulze-Delitzsch-Straße,41,gute Lage,1.051
Schulze-Delitzsch-Straße,43,einfache Lage,0.976
Schulze-Delitzsch-Straße,45,einfache Lage,0.976
Schulze-Delitzsch-Straße,49,einfache Lage,0.976
Schulze-Delitzsch-Straße,51,einfache Lage,0.976
Schulze-Delitzsch-Straße,53,einfache Lage,0.976
Schulze-Delitzsch-Straße,58,einfache Lage,0.976
Schulze-Delitzsch-Straße,67,einfache Lage,0.976
Schulze-Delitzsch-Straße,69,einfache Lage,0.976
Schulze-Delitzsch-Straße,71,einfache Lage,0.976
Meißner Straße,1,mittlere Lage,1.0
Meißner Straße,2,mittlere Lage,1.0
Meißner Straße,3,mittlere Lage,1.0
Meißner Straße,4,mittlere Lage,1.0
Meißner Straße,5,mittlere Lage,1.0
Meißner Straße,6,mittlere Lage,1.0
Meißner Straße,7,gute Lage,1.051
Meißner Straße,8,mittlere Lage,1.0
Meißner Straße,9,gute Lage,1.051
Meißner Straße,10,mittlere Lage,1.0
Meißner Straße,11,gute Lage,1.051
Meißner Straße,12,gute Lage,1.051
Meißner Straße,13,gute Lage,1.051
Meißner Straße,14,gute Lage,1.051
Meißner Straße,15,gute Lage,1.051
Meißner Straße,16,gute Lage,1.051
Meißner Straße,17,gute Lage,1.051
Meißner Straße,18,gute Lage,1.051
Meißner Straße,19,gute Lage,1.051
Meißner Straße,21,gute Lage,1.051
Meißner Straße,23,gute Lage,1.051
Meißner Straße,25,gute Lage,1.051
Meißner Straße,26,gute Lage,1.051
Meißner Straße,27,gute Lage,1.051
Meißner Straße,28,gute Lage,1.051
Meißner Straße,29,gute Lage,1.051
Meißner Straße,31,gute Lage,1.051
Meißner Straße,32,gute Lage,1.051
Meißner Straße,33,gute Lage,1.051
Meißner Straße,34,gute Lage,1.051
Meißner Straße,36,gute Lage,1.051
Meißner Straße,38,gute Lage,1.051
Meißner Straße,42,gute Lage,1.051
Meißner Straße,54,gute Lage,1.051
Meißner Straße,56,gute Lage,1.051
Meißner Straße,58,gute Lage,1.051
Meißner Straße,60,gute Lage,1.051
Meißner Straße,62,gute Lage,1.051
Meißner Straße,64,gute Lage,1.051
Mariannenstraße,1,mittlere Lage,1.0
Mariannenstraße,2,mittlere Lage,1.0
Mariannenstraße,3,mittlere Lage,1.0
Mariannenstraße,4,mittlere Lage,1.0
Mariannenstraße,5,mittlere Lage,1.0
Mariannenstraße,7,mittlere Lage,1.0
Mariannenstraße,9,mittlere Lage,1.0
Mariannenstraße,11,mittlere Lage,1.0
Mariannenstraße,12,mittlere Lage,1.0
Mariannenstraße,13,mittlere Lage,1.0
Mariannenstraße,14,mittlere Lage,1.0
Mariannenstraße,16,mittlere Lage,1.0
Mariannenstraße,17,gute Lage,1.051
Mariannenstraße,18,mittlere Lage,1.0
Mariannenstraße,19,gute Lage,1.051
Mariannenstraße,20,gute Lage,1.051
Mariannenstraße,20A,gute Lage,1.051
Mariannenstraße,21,gute Lage,1.051
Mariannenstraße,22,gute Lage,1.051
Mariannenstraße,23,gute Lage,1.051
Mariannenstraße,24,gute Lage,1.051
Mariannenstraße,25,gute Lage,1.051
Mariannenstraße,26,gute Lage,1.051
Mariannenstraße,27,gute Lage,1.051
Mariannenstraße,29,gute Lage,1.051
Mariannenstraße,30,gute Lage,1.051
Mariannenstraße,31,gute Lage,1.051
Mariannenstraße,32,gute Lage,1.051
Mariannenstraße,33,gute Lage,1.051
Mariannenstraße,34,gute Lage,1.051
Mariannenstraße,35,gute Lage,1.051
Mariannenstraße,36,gute Lage,1.051
Mariannenstraße,37,gute Lage,1.051
Mariannenstraße,38,gute Lage,1.051
Mariannenstraße,39,gute Lage,1.051
Mariannenstraße,40,gute Lage,1.051
Mariannenstraße,41,gute Lage,1.051
Mariannenstraße,43,gute Lage,1.051
Mariannenstraße,44,gute Lage,1.051
Mariannenstraße,45,gute Lage,1.051
Mariannenstraße,46,gute Lage,1.051
Mariannenstraße,47,mittlere Lage,1.0
Mariannenstraße,48,gute Lage,1.051
Mariannenstraße,49,mittlere Lage,1.0
Mariannenstraße,51,mittlere Lage,1.0
Mariannenstraße,52,gute Lage,1.051
Mariannenstraße,53,mittlere Lage,1.0
Mariannenstraße,55,mittlere Lage,1.0
Mariannenstraße,56,gute Lage,1.051
Mariannenstraße,57,mittlere Lage,1.0
Mariannenstraße,58,gute Lage,1.051
Mariannenstraße,59,mittlere Lage,1.0
Mariannenstraße,60,gute Lage,1.051
Mariannenstraße,61,mittlere Lage,1.0
Mariannenstraße,62,gute Lage,1.051
Mariannenstraße,63,mittlere Lage,1.0
Mariannenstraße,64,gute Lage,1.051
Mariannenstraße,65,mittlere Lage,1.0
Mariannenstraße,66,gute Lage,1.051
Mariannenstraße,67,mittlere Lage,1.0
Mariannenstraße,68,gute Lage,1.051
Mariannenstraße,71,mittlere Lage,1.0
Mariannenstraße,72,gute Lage,1.051
Mariannenstraße,73,einfache Lage,0.976
Mariannenstraße,74,gute Lage,1.051
Mariannenstraße,75,einfache Lage,0.976
Mariannenstraße,76,gute Lage,1.051
Mariannenstraße,77,einfache Lage,0.976
Mariannenstraße,78,gute Lage,1.051
Mariannenstraße,79,einfache Lage,0.976
