street_name,house_number,residential_location,location_factor
Ranstädter Steinweg,9,Innenstadt - gute Lage,1.1
Ranstädter Steinweg,10,Innenstadt - gute Lage,1.1
Ranstädter Steinweg,10A,Innenstadt - gute Lage,1.1
Ranstädter Steinweg,10B,Innenstadt - gute Lage,1.1
Ranstädter Steinweg,11,Innenstadt - gute Lage,1.1
Ranstädter Steinweg,12,Innenstadt - gute Lage,1.1
Ranstädter Steinweg,13,Innenstadt - gute Lage,1.1
Ranstädter Steinweg,14,Innenstadt - gute Lage,1.1
Ranstädter Steinweg,15,Innenstadt - gute Lage,1.1
Ranstädter Steinweg,16,Innenstadt - gute Lage,1.1
Ranstädter Steinweg,17,Innenstadt - gute Lage,1.1
Ranstädter Steinweg,18,Innenstadt - gute Lage,1.1
Ranstädter Steinweg,20,Innenstadt - gute Lage,1.1
Ranstädter Steinweg,22,Innenstadt - gute Lage,1.1
Ranstädter Steinweg,24,Innenstadt - gute Lage,1.1
Ranstädter Steinweg,26,Innenstadt - gute Lage,1.1
Ranstädter Steinweg,28,Innenstadt - gute Lage,1.1
Ranstädter Steinweg,30,Innenstadt - gute Lage,1.1
Sachsenseite,2,Innenstadt - mittlere Lage,1.1
Sachsenseite,3,Innenstadt - mittlere Lage,1.1
Sachsenseite,5,Innenstadt - mittlere Lage,1.1
Sachsenseite,6,Innenstadt - mittlere Lage,1.1
Sachsenseite,7,Innenstadt - mittlere Lage,1.1
Sachsenseite,10,Innenstadt - mittlere Lage,1.1
Sachsenseite,10A,Innenstadt - mittlere Lage,1.1
Sachsenseite,12,Innenstadt - mittlere Lage,1.1
Sachsenseite,14,Innenstadt - mittlere Lage,1.1
Sachsenseite,16,Innenstadt - mittlere Lage,1.1
Sachsenseite,20,Innenstadt - mittlere Lage,1.1
Preußenseite,1,Kerngebietslage,1.147
Preußenseite,3,Innenstadt - gute Lage,1.1
Preußenseite,5,Innenstadt - gute Lage,1.1
Preußenseite,9,Innenstadt - gute Lage,1.1
Preußenseite,10,Innenstadt - gute Lage,1.1
Preußenseite,11,Innenstadt - gute Lage,1.1
Preußenseite,12,Innenstadt - gute Lage,1.1
Preußenseite,13,Innenstadt - gute Lage,1.1
Addis-Abeba-Platz,1,Innenstadt - gute Lage,1.1
Thieriotstraße,4,mittlere Lage,1.0
Thieriotstraße,6,mittlere Lage,1.0
Thieriotstraße,8,mittlere Lage,1.0
Thieriotstraße,10,mittlere Lage,1.0
Thieriotstraße,12,mittlere Lage,1.0
Thieriotstraße,14,mittlere Lage,1.0
Thieriotstraße,16,mittlere Lage,1.0
Thieriotstraße,18,mittlere Lage,1.0
Kurt-Masur-Platz,1,Kerngebietslage,1.147
Kurt-Masur-Platz,7,Kerngebietslage,1.147
Krystallpalaststraße,1,Innenstadt - gute Lage,1.1
Krystallpalaststraße,2,Innenstadt - gute Lage,1.1
Krystallpalaststraße,3,Innenstadt - gute Lage,1.1
Krystallpalaststraße,3A,Innenstadt - gute Lage,1.1
Krystallpalaststraße,5,Innenstadt - gute Lage,1.1
Ruth-Pfau-Straße,1,Kerngebietslage,1.147
Ruth-Pfau-Straße,2,Kerngebietslage,1.147
Thüringer Linie,4,Innenstadt - einfache Lage,1.1
Annemarie-Renger-Straße,19,Innenstadt - gute Lage,1.1
Adenauerallee,2,einfache Lage,0.976
Adenauerallee,3,einfache Lage,0.976
Adenauerallee,5,einfache Lage,0.976
Adenauerallee,6,einfache Lage,0.976
Adenauerallee,6A,einfache Lage,0.976
Adenauerallee,6B,einfache Lage,0.976
Adenauerallee,6C,einfache Lage,0.976
Adenauerallee,6D,einfache Lage,0.976
Adenauerallee,6E,einfache Lage,0.976
Adenauerallee,6F,einfache Lage,0.976
Adenauerallee,6G,einfache Lage,0.976
Adenauerallee,6H,einfache Lage,0.976
Adenauerallee,6J,einfache Lage,0.976
Adenauerallee,7,einfache Lage,0.976
Adenauerallee,8,einfache Lage,0.976
Adenauerallee,8A,einfache Lage,0.976
Adenauerallee,8B,einfache Lage,0.976
Adenauerallee,8C,einfache Lage,0.976
Adenauerallee,8D,einfache Lage,0.976
Adenauerallee,9,einfache Lage,0.976
Adenauerallee,10,einfache Lage,0.976
Adenauerallee,20,einfache Lage,0.976
Adenauerallee,20A,einfache Lage,0.976
Wollkämmereistraße,1,einfache Lage,0.976
Wollkämmereistraße,2,einfache Lage,0.976
Wollkämmereistraße,2A,einfache Lage,0.976
Wollkämmereistraße,2B,einfache Lage,0.976
Wollkämmereistraße,3,einfache Lage,0.976
Wollkämmereistraße,4,einfache Lage,0.976
Wollkämmereistraße,5,einfache Lage,0.976
Wollkämmereistraße,6,einfache Lage,0.976
Wollkämmereistraße,7,einfache Lage,0.976
Dingolfinger Straße,11,einfache Lage,0.976
Dingolfinger Straße,13,einfache Lage,0.976
Dingolfinger Straße,15,einfache Lage,0.976
Dingolfinger Straße,17,einfache Lage,0.976
Dingolfinger Straße,19,einfache Lage,0.976
Dingolfinger Straße,131,einfache Lage,0.976
Dingolfinger Straße,135,einfache Lage,0.976
Dingolfinger Straße,137,einfache Lage,0.976
Dingolfinger Straße,139,einfache Lage,0.976
Dingolfinger Straße,150,einfache Lage,0.976
Dingolfinger Straße,152,einfache Lage,0.976
Dingolfinger Straße,154,einfache Lage,0.976
Dingolfinger Straße,156,einfache Lage,0.976
Dingolfinger Straße,158,einfache Lage,0.976
Dingolfinger Straße,160,einfache Lage,0.976
Dingolfinger Straße,162,einfache Lage,0.976
Dingolfinger Straße,164,einfache Lage,0.976
Spetlakstraße,1,mittlere Lage,1.0
Spetlakstraße,3,mittlere Lage,1.0
Spetlakstraße,5,mittlere Lage,1.0
Spetlakstraße,6,mittlere Lage,1.0
Spetlakstraße,7,mittlere Lage,1.0
Spetlakstraße,8,mittlere Lage,1.0
Spetlakstraße,9,mittlere Lage,1.0
Spetlakstraße,10,mittlere Lage,1.0
Spetlakstraße,11,mittlere Lage,1.0
Spetlakstraße,12,mittlere Lage,1.0
Spetlakstraße,13,mittlere Lage,1.0
Spetlakstraße,14,mittlere Lage,1.0
Spetlakstraße,15,mittlere Lage,1.0
Spetlakstraße,16,mittlere Lage,1.0
Spetlakstraße,17,mittlere Lage,1.0
Spetlakstraße,18,mittlere Lage,1.0
Spetlakstraße,19,mittlere Lage,1.0
Spetlakstraße,20,mittlere Lage,1.0
Spetlakstraße,21,mittlere Lage,1.0
Spetlakstraße,22,mittlere Lage,1.0
Spetlakstraße,23,mittlere Lage,1.0
Spetlakstraße,24,mittlere Lage,1.0
Spetlakstraße,25,mittlere Lage,1.0
Spetlakstraße,26,mittlere Lage,1.0
Spetlakstraße,27,mittlere Lage,1.0
Spetlakstraße,28,mittlere Lage,1.0
Spetlakstraße,29,mittlere Lage,1.0
Spetlakstraße,30,mittlere Lage,1.0
Spetlakstraße,31,mittlere Lage,1.0
Spetlakstraße,32,mittlere Lage,1.0
Spetlakstraße,33,mittlere Lage,1.0
Spetlakstraße,34,mittlere Lage,1.0
Spetlakstraße,35,mittlere Lage,1.0
Spetlakstraße,37,mittlere Lage,1.0
Spetlakstraße,39,mittlere Lage,1.0
Spetlakstraße,41,mittlere Lage,1.0
Spetlakstraße,43,mittlere Lage,1.0
Spetlakstraße,45,mittlere Lage,1.0
Spetlakstraße,47,mittlere Lage,1.0
Spetlakstraße,49,mittlere Lage,1.0
Spetlakstraße,51,mittlere Lage,1.0
Huchstraße,9,einfache Lage,0.976
Huchstraße,11,einfache Lage,0.976
Huchstraße,13,einfache Lage,0.976
Huchstraße,15,einfache Lage,0.976
Huchstraße,17,einfache Lage,0.976
Huchstraße,19,einfache Lage,0.976
Huchstraße,21,einfache Lage,0.976
Feuchtwangerstraße,1,einfache Lage,0.976
Feuchtwangerstraße,3,einfache Lage,0.976
Feuchtwangerstraße,5,einfache Lage,0.976
Feuchtwangerstraße,7,einfache Lage,0.976
Feuchtwangerstraße,8,einfache Lage,0.976
Feuchtwangerstraße,9,einfache Lage,0.976
Feuchtwangerstraße,10,einfache Lage,0.976
Feuchtwangerstraße,11,einfache Lage,0.976
Feuchtwangerstraße,12,einfache Lage,0.976
Feuchtwangerstraße,13,einfache Lage,0.976
Feuchtwangerstraße,14,einfache Lage,0.976
Feuchtwangerstraße,15,einfache Lage,0.976
Feuchtwangerstraße,16,einfache Lage,0.976
Feuchtwangerstraße,17,einfache Lage,0.976
Feuchtwangerstraße,18,einfache Lage,0.976
Feuchtwangerstraße,19,einfache Lage,0.976
Feuchtwangerstraße,20,einfache Lage,0.976
Feuchtwangerstraße,21,einfache Lage,0.976
Eichbergstraße,1,einfache Lage,0.976
Eichbergstraße,2,einfache Lage,0.976
Eichbergstraße,2A,einfache Lage,0.976
Eichbergstraße,3,einfache Lage,0.976
Eichbergstraße,4,einfache Lage,0.976
Eichbergstraße,5,einfache Lage,0.976
Eichbergstraße,5A,einfache Lage,0.976
Eichbergstraße,6,einfache Lage,0.976
Eichbergstraße,7,einfache Lage,0.976
Eichbergstraße,8,einfache Lage,0.976
Eichbergstraße,9,einfache Lage,0.976
Eichbergstraße,10,einfache Lage,0.976
Eichbergstraße,11,einfache Lage,0.976
Eichbergstraße,12,einfache Lage,0.976
Eichbergstraße,14,einfache Lage,0.976
Eichbergstraße,15,einfache Lage,0.976
Eichbergstraße,16,einfache Lage,0.976
Eichbergstraße,17,einfache Lage,0.976
Eichbergstraße,18,einfache Lage,0.976
Eichbergstraße,19,einfache Lage,0.976
Eichbergstraße,20,einfache Lage,0.976
Eichbergstraße,21,einfache Lage,0.976
Eichbergstraße,22,einfache Lage,0.976
Eichbergstraße,23,einfache Lage,0.976
Eichbergstraße,24,einfache Lage,0.976
Eichbergstraße,26,einfache Lage,0.976
Eichbergstraße,27,einfache Lage,0.976
Eichbergstraße,28,einfache Lage,0.976
Eichbergstraße,29,einfache Lage,0.976
Eichbergstraße,30,einfache Lage,0.976
Eichbergstraße,31,einfache Lage,0.976
Eichbergstraße,32,einfache Lage,0.976
Eichbergstraße,33,einfache Lage,0.976
Eichbergstraße,34,einfache Lage,0.976
Eichbergstraße,35,einfache Lage,0.976
Eichbergstraße,36,einfache Lage,0.976
Eichbergstraße,37,einfache Lage,0.976
Eichbergstraße,38,einfache Lage,0.976
Eichbergstraße,39,einfache Lage,0.976
Eichbergstraße,40,einfache Lage,0.976
Eichbergstraße,40A,einfache Lage,0.976
Eichbergstraße,42,einfache Lage,0.976
Eichbergstraße,43,einfache Lage,0.976
Eichbergstraße,44,einfache Lage,0.976
Eichbergstraße,45,einfache Lage,0.976
Eichbergstraße,46,einfache Lage,0.976
Eichbergstraße,48,einfache Lage,0.976
Eichbergstraße,50,einfache Lage,0.976
Eichbergstraße,52,einfache Lage,0.976
Eichbergstraße,52A,einfache Lage,0.976
Eichbergstraße,52B,einfache Lage,0.976
Eichbergstraße,54,einfache Lage,0.976
Eichbergstraße,56,einfache Lage,0.976
Eichbergstraße,58,einfache Lage,0.976
Eichbergstraße,60,einfache Lage,0.976
Eichbergstraße,62,einfache Lage,0.976
Eichbergstraße,64,einfache Lage,0.976
Eichbergstraße,64A,einfache Lage,0.976
Eichbergstraße,66,einfache Lage,0.976
Eichbergstraße,66A,einfache Lage,0.976
Eichbergstraße,68,einfache Lage,0.976
Eichbergstraße,68A,einfache Lage,0.976
Eichbergstraße,70,einfache Lage,0.976
Eichbergstraße,72,einfache Lage,0.976
Eichbergstraße,74,einfache Lage,0.976
Eichbergstraße,76,einfache Lage,0.976
Eichbergstraße,78,einfache Lage,0.976
Eichbergstraße,80,einfache Lage,0.976
Eichbergstraße,82,einfache Lage,0.976
Dortmunder Straße,1,einfache Lage,0.976
Dortmunder Straße,2,einfache Lage,0.976
Dortmunder Straße,2A,einfache Lage,0.976
Dortmunder Straße,2B,einfache Lage,0.976
Dortmunder Straße,4,einfache Lage,0.976
Dortmunder Straße,6,einfache Lage,0.976
Dortmunder Straße,8,einfache Lage,0.976
Dortmunder Straße,11,mittlere Lage,1.0
Dortmunder Straße,12,einfache Lage,0.976
Dortmunder Straße,13,mittlere Lage,1.0
Dortmunder Straße,15,mittlere Lage,1.0
Dortmunder Straße,17,mittlere Lage,1.0
Dortmunder Straße,18,einfache Lage,0.976
Dortmunder Straße,19,mittlere Lage,1.0
Dortmunder Straße,56,mittlere Lage,1.0
Dortmunder Straße,60,mittlere Lage,1.0
Dortmunder Straße,62,mittlere Lage,1.0
Dortmunder Straße,64,mittlere Lage,1.0
Dortmunder Straße,66,mittlere Lage,1.0
Dortmunder Straße,68,mittlere Lage,1.0
Dortmunder Straße,70,mittlere Lage,1.0
Dortmunder Straße,72,mittlere Lage,1.0
Dortmunder Straße,74,mittlere Lage,1.0
Rosenowstraße,4,einfache Lage,0.976
Rosenowstraße,6,einfache Lage,0.976
Rosenowstraße,8,einfache Lage,0.976
Rosenowstraße,9,einfache Lage,0.976
Rosenowstraße,11,einfache Lage,0.976
Rosenowstraße,11A,einfache Lage,0.976
Rosenowstraße,13,einfache Lage,0.976
Rosenowstraße,14,einfache Lage,0.976
Rosenowstraße,15,mittlere Lage,1.0
Rosenowstraße,17,mittlere Lage,1.0
Rosenowstraße,19,mittlere Lage,1.0
Rosenowstraße,20,einfache Lage,0.976
Rosenowstraße,21,mittlere Lage,1.0
Rosenowstraße,22,einfache Lage,0.976
Rosenowstraße,22A,einfache Lage,0.976
Rosenowstraße,22B,einfache Lage,0.976
Rosenowstraße,23,mittlere Lage,1.0
Rosenowstraße,24,einfache Lage,0.976
Rosenowstraße,24A,einfache Lage,0.976
Rosenowstraße,24B,einfache Lage,0.976
Rosenowstraße,25,mittlere Lage,1.0
Rosenowstraße,26,einfache Lage,0.976
Rosenowstraße,27,mittlere Lage,1.0
Rosenowstraße,28A,einfache Lage,0.976
Rosenowstraße,28B,einfache Lage,0.976
Rosenowstraße,28C,einfache Lage,0.976
Rosenowstraße,28D,einfache Lage,0.976
Rosenowstraße,28E,einfache Lage,0.976
Rosenowstraße,29,mittlere Lage,1.0
Rosenowstraße,30,einfache Lage,0.976
Rosenowstraße,30A,einfache Lage,0.976
Rosenowstraße,30B,einfache Lage,0.976
Rosenowstraße,31,mittlere Lage,1.0
Rosenowstraße,33,mittlere Lage,1.0
Rosenowstraße,35,mittlere Lage,1.0
Rosenowstraße,37,mittlere Lage,1.0
Rosenowstraße,39,mittlere Lage,1.0
Rosenowstraße,41,mittlere Lage,1.0
Rosenowstraße,43,mittlere Lage,1.0
Rosenowstraße,44,einfache Lage,0.976
Rosenowstraße,45,mittlere Lage,1.0
Rosenowstraße,47,mittlere Lage,1.0
Rosenowstraße,49,mittlere Lage,1.0
Rosenowstraße,51,mittlere Lage,1.0
Rosenowstraße,53,mittlere Lage,1.0
Rosenowstraße,55,mittlere Lage,1.0
Rosenowstraße,56,mittlere Lage,1.0
Rosenowstraße,57,mittlere Lage,1.0
Rosenowstraße,59,mittlere Lage,1.0
Rosenowstraße,60,mittlere Lage,1.0
Rosenowstraße,61,mittlere Lage,1.0
Rosenowstraße,63,mittlere Lage,1.0
Rosenowstraße,65,mittlere Lage,1.0
Rosenowstraße,67,mittlere Lage,1.0
Rosenowstraße,69,mittlere Lage,1.0
Rosenowstraße,70,mittlere Lage,1.0
Rosenowstraße,71,mittlere Lage,1.0
Rosenowstraße,72,mittlere Lage,1.0
Rosenowstraße,73,mittlere Lage,1.0
Rosenowstraße,74,mittlere Lage,1.0
Rosenowstraße,75,mittlere Lage,1.0
Rosenowstraße,76,mittlere Lage,1.0
Rosenowstraße,77,mittlere Lage,1.0
Rosenowstraße,78,mittlere Lage,1.0
Rosenowstraße,79,mittlere Lage,1.0
Rosenowstraße,80,mittlere Lage,1.0
Rosenowstraße,81,mittlere Lage,1.0
Rosenowstraße,83,mittlere Lage,1.0
Rosenowstraße,85,mittlere Lage,1.0
Rosenowstraße,87,mittlere Lage,1.0
Rosenowstraße,89,mittlere Lage,1.0
Rosenowstraße,95,einfache Lage,0.976
Rosenowstraße,96,mittlere Lage,1.0
Rosenowstraße,97,einfache Lage,0.976
Rosenowstraße,98,mittlere Lage,1.0
Rosenowstraße,99,einfache Lage,0.976
Rosenowstraße,101,einfache Lage,0.976
Rosenowstraße,102,einfache Lage,0.976
Rosenowstraße,103,einfache Lage,0.976
Rosenowstraße,105,einfache Lage,0.976
Rosenowstraße,107,einfache Lage,0.976
Rosenowstraße,109,einfache Lage,0.976
Rosenowstraße,111,einfache Lage,0.976
Rosenowstraße,113,einfache Lage,0.976
Rosenowstraße,115,einfache Lage,0.976
Rosenowstraße,117,einfache Lage,0.976
Rosenowstraße,119,einfache Lage,0.976
Rosenowstraße,120,einfache Lage,0.976
Rosenowstraße,121,einfache Lage,0.976
Rosenowstraße,123,einfache Lage,0.976
Rosenowstraße,125,einfache Lage,0.976
Rosenowstraße,127,einfache Lage,0.976
Ostrowskistraße,1,mittlere Lage,1.0
Ostrowskistraße,1A,mittlere Lage,1.0
Ostrowskistraße,2,mittlere Lage,1.0
Ostrowskistraße,3,mittlere Lage,1.0
Ostrowskistraße,4,mittlere Lage,1.0
Ostrowskistraße,5,mittlere Lage,1.0
Ostrowskistraße,7,mittlere Lage,1.0
Ostrowskistraße,9,mittlere Lage,1.0
Ostrowskistraße,11,mittlere Lage,1.0
Ostrowskistraße,12,einfache Lage,0.976
Ostrowskistraße,13,mittlere Lage,1.0
Ostrowskistraße,14,einfache Lage,0.976
Ostrowskistraße,15,mittlere Lage,1.0
Ostrowskistraße,16,einfache Lage,0.976
Ostrowskistraße,17,mittlere Lage,1.0
Ostrowskistraße,18,einfache Lage,0.976
Ostrowskistraße,19,mittlere Lage,1.0
Ostrowskistraße,19A,mittlere Lage,1.0
Ostrowskistraße,20,einfache Lage,0.976
Ostrowskistraße,21,mittlere Lage,1.0
Ostrowskistraße,22,einfache Lage,0.976
Ostrowskistraße,24,einfache Lage,0.976
Ostrowskistraße,25,mittlere Lage,1.0
Ostrowskistraße,26,einfache Lage,0.976
Ostrowskistraße,27,mittlere Lage,1.0
Ostrowskistraße,28,einfache Lage,0.976
Ostrowskistraße,29,mittlere Lage,1.0
Ostrowskistraße,30,einfache Lage,0.976
Ostrowskistraße,31,mittlere Lage,1.0
Ostrowskistraße,32,einfache Lage,0.976
Ostrowskistraße,33,mittlere Lage,1.0
Ostrowskistraße,34,einfache Lage,0.976
Ostrowskistraße,35,mittlere Lage,1.0
Friedrichshafner Straße,21,mittlere Lage,1.0
Friedrichshafner Straße,25,mittlere Lage,1.0
Friedrichshafner Straße,50,einfache Lage,0.976
Friedrichshafner Straße,55,mittlere Lage,1.0
Friedrichshafner Straße,69,mittlere Lage,1.0
Friedrichshafner Straße,70,einfache Lage,0.976
Friedrichshafner Straße,72,einfache Lage,0.976
Friedrichshafner Straße,72A,einfache Lage,0.976
Friedrichshafner Straße,74,einfache Lage,0.976
Friedrichshafner Straße,76,einfache Lage,0.976
Friedrichshafner Straße,78A,einfache Lage,0.976
Friedrichshafner Straße,78B,einfache Lage,0.976
Friedrichshafner Straße,80,einfache Lage,0.976
Friedrichshafner Straße,81,einfache Lage,0.976
Friedrichshafner Straße,83,einfache Lage,0.976
Friedrichshafner Straße,85,einfache Lage,0.976
Friedrichshafner Straße,86,einfache Lage,0.976
Friedrichshafner Straße,87,einfache Lage,0.976
Friedrichshafner Straße,88,einfache Lage,0.976
Friedrichshafner Straße,89,einfache Lage,0.976
Friedrichshafner Straße,90,einfache Lage,0.976
Friedrichshafner Straße,92,einfache Lage,0.976
Friedrichshafner Straße,94,einfache Lage,0.976
Friedrichshafner Straße,96,einfache Lage,0.976
Friedrichshafner Straße,97,einfache Lage,0.976
Friedrichshafner Straße,99,einfache Lage,0.976
Friedrichshafner Straße,100,mittlere Lage,1.0
Friedrichshafner Straße,101,einfache Lage,0.976
Friedrichshafner Straße,102,mittlere Lage,1.0
Friedrichshafner Straße,103,einfache Lage,0.976
Friedrichshafner Straße,104,mittlere Lage,1.0
Friedrichshafner Straße,105,einfache Lage,0.976
Friedrichshafner Straße,106,mittlere Lage,1.0
Friedrichshafner Straße,107,einfache Lage,0.976
Friedrichshafner Straße,108,mittlere Lage,1.0
Friedrichshafner Straße,109,einfache Lage,0.976
Friedrichshafner Straße,110,mittlere Lage,1.0
Friedrichshafner Straße,111,einfache Lage,0.976
Friedrichshafner Straße,112,mittlere Lage,1.0
Friedrichshafner Straße,113,einfache Lage,0.976
Friedrichshafner Straße,114,mittlere Lage,1.0
Friedrichshafner Straße,116,mittlere Lage,1.0
Friedrichshafner Straße,118,mittlere Lage,1.0
Friedrichshafner Straße,120,mittlere Lage,1.0
Friedrichshafner Straße,122,mittlere Lage,1.0
Friedrichshafner Straße,124,mittlere Lage,1.0
Friedrichshafner Straße,126,mittlere Lage,1.0
Friedrichshafner Straße,135,mittlere Lage,1.0
Friedrichshafner Straße,141,einfache Lage,0.976
Friedrichshafner Straße,147,mittlere Lage,1.0
Friedrichshafner Straße,147A,mittlere Lage,1.0
Friedrichshafner Straße,149,mittlere Lage,1.0
Friedrichshafner Straße,150,mittlere Lage,1.0
Friedrichshafner Straße,151,mittlere Lage,1.0
Friedrichshafner Straße,152,mittlere Lage,1.0
Friedrichshafner Straße,152A,mittlere Lage,1.0
Friedrichshafner Straße,152B,mittlere Lage,1.0
Friedrichshafner Straße,153,mittlere Lage,1.0
Friedrichshafner Straße,154,mittlere Lage,1.0
Friedrichshafner Straße,154A,mittlere Lage,1.0
Friedrichshafner Straße,155,mittlere Lage,1.0
Friedrichshafner Straße,156,mittlere Lage,1.0
Friedrichshafner Straße,157,mittlere Lage,1.0
Friedrichshafner Straße,158,mittlere Lage,1.0
Friedrichshafner Straße,159,mittlere Lage,1.0
Friedrichshafner Straße,160,mittlere Lage,1.0
Friedrichshafner Straße,161,mittlere Lage,1.0
Friedrichshafner Straße,163,mittlere Lage,1.0
Friedrichshafner Straße,165,mittlere Lage,1.0
Friedrichshafner Straße,166,mittlere Lage,1.0
Friedrichshafner Straße,167,mittlere Lage,1.0
Friedrichshafner Straße,168,mittlere Lage,1.0
Friedrichshafner Straße,169,mittlere Lage,1.0
Friedrichshafner Straße,170,mittlere Lage,1.0
Friedrichshafner Straße,170A,mittlere Lage,1.0
Friedrichshafner Straße,171,mittlere Lage,1.0
Friedrichshafner Straße,172,mittlere Lage,1.0
Friedrichshafner Straße,173,mittlere Lage,1.0
Friedrichshafner Straße,174,mittlere Lage,1.0
Friedrichshafner Straße,175,mittlere Lage,1.0
Friedrichshafner Straße,176,mittlere Lage,1.0
Friedrichshafner Straße,177,mittlere Lage,1.0
Friedrichshafner Straße,178,mittlere Lage,1.0
Friedrichshafner Straße,179,mittlere Lage,1.0
Friedrichshafner Straße,180,mittlere Lage,1.0
Friedrichshafner Straße,181,mittlere Lage,1.0
Friedrichshafner Straße,182,mittlere Lage,1.0
Friedrichshafner Straße,184,mittlere Lage,1.0
Friedrichshafner Straße,186,mittlere Lage,1.0
Friedrichshafner Straße,187,mittlere Lage,1.0
Friedrichshafner Straße,188,mittlere Lage,1.0
Friedrichshafner Straße,189,mittlere Lage,1.0
Friedrichshafner Straße,190,mittlere Lage,1.0
Friedrichshafner Straße,191,mittlere Lage,1.0
Friedrichshafner Straße,192,mittlere Lage,1.0
Friedrichshafner Straße,194,mittlere Lage,1.0
Friedrichshafner Straße,196,mittlere Lage,1.0
Friedrichshafner Straße,198,mittlere Lage,1.0
Friedrichshafner Straße,199,mittlere Lage,1.0
Friedrichshafner Straße,200,mittlere Lage,1.0
Friedrichshafner Straße,201,mittlere Lage,1.0
Friedrichshafner Straße,202,mittlere Lage,1.0
Friedrichshafner Straße,203,mittlere Lage,1.0
Friedrichshafner Straße,204,mittlere Lage,1.0
Friedrichshafner Straße,205,mittlere Lage,1.0
Friedrichshafner Straße,206,mittlere Lage,1.0
Friedrichshafner Straße,207,mittlere Lage,1.0
Friedrichshafner Straße,208,mittlere Lage,1.0
Friedrichshafner Straße,209,mittlere Lage,1.0
Friedrichshafner Straße,210,mittlere Lage,1.0
Friedrichshafner Straße,211,mittlere Lage,1.0
Friedrichshafner Straße,212,mittlere Lage,1.0
Friedrichshafner Straße,213,mittlere Lage,1.0
Friedrichshafner Straße,214,mittlere Lage,1.0
Friedrichshafner Straße,215,einfache Lage,0.976
Friedrichshafner Straße,216,mittlere Lage,1.0
Friedrichshafner Straße,217,einfache Lage,0.976
Friedrichshafner Straße,218,einfache Lage,0.976
Friedrichshafner Straße,220,einfache Lage,0.976
Friedrichshafner Straße,222,einfache Lage,0.976
Friedrichshafner Straße,224,einfache Lage,0.976
Friedrichshafner Straße,226,einfache Lage,0.976
Friedrichshafner Straße,228,einfache Lage,0.976
Friedrichshafner Straße,230,einfache Lage,0.976
Friedrichshafner Straße,232,einfache Lage,0.976
Friedrichshafner Straße,234,einfache Lage,0.976
Friedrichshafner Straße,236,einfache Lage,0.976
Friedrichshafner Straße,238,einfache Lage,0.976
Friedrichshafner Straße,240,einfache Lage,0.976
Friedrichshafner Straße,242,einfache Lage,0.976
Friedrichshafner Straße,244,einfache Lage,0.976
Mitschurinstraße,5,mittlere Lage,1.0
Mitschurinstraße,7,mittlere Lage,1.0
Mitschurinstraße,8,mittlere Lage,1.0
